code(股票代码),stock_name(股票名称),pubDate(发布日期),statDate(统计截止日),roeAvg(平均净资产收益率),npMargin(净利率),gpMargin(毛利率),netProfit(净利润),epsTTM(每股收益(TTM)),MBRevenue(主营业务收入),totalShare(总股本),liqaShare(流通股本)
sh.600019,宝钢股份,2024-10-30,2024-09-30,0.029458,0.028364,0.052617,6888475940.28,0.431005,,21985240734.0,21857918984.0
sh.600020,中原高速,2024-10-30,2024-09-30,0.055074,0.17492,0.396708,823069582.82,0.329003,,2247371832.0,2247371832.0
sh.600021,上海电力,2024-10-29,2024-09-30,0.085583,0.134662,0.25251,4385395646.43,0.914252,,2816743645.0,2617164197.0
sh.600022,山东钢铁,2024-10-31,2024-09-30,-0.071257,-0.02452,0.016358,-1577435875.24,-0.141253,,10698849554.0,10698849554.0
sh.600023,浙能电力,2024-10-30,2024-09-30,0.096096,0.12021,0.124698,7969406678.24,0.541252,,13408732749.0,13408732749.0
sh.600025,华能水电,2024-10-30,2024-09-30,0.102258,0.400348,0.598257,7773805471.89,0.453329,,18000000000.0,18000000000.0
sh.600026,中远海能,2024-10-31,2024-09-30,0.097063,0.212949,0.29791,3650736662.24,0.639686,,4770776395.0,3474776395.0
sh.600027,华电国际,2024-10-31,2024-09-30,0.073415,0.071176,0.090908,6036489000.0,0.506484,,10227561133.0,8510327533.0
sh.600028,中国石化,2024-10-29,2024-09-30,0.054461,0.021465,0.151955,50798000000.0,0.425177,,121699823893.0,94971971046.0
sh.600029,南方航空,2024-10-29,2024-09-30,0.05208,0.027365,0.103393,3685000000.0,-0.196679,,18120909074.0,12673340338.0
sh.600030,中信证券,2024-10-30,2024-09-30,0.060498,0.378203,,17450912163.21,1.356594,,14820546829.0,12176550974.0
sh.600031,三一重工,2024-10-31,2024-09-30,0.070067,0.086005,0.282681,4978864000.0,0.628587,,8474978037.0,8464215837.0
sh.600032,浙江新能,2024-10-29,2024-09-30,0.052404,0.238602,0.505136,934402361.66,0.297592,,2404675324.0,2404675324.0
sh.600033,福建高速,2024-10-31,2024-09-30,0.069431,0.436497,0.605075,990081984.81,0.328136,,2744400000.0,2744400000.0
sh.600035,楚天高速,2024-10-30,2024-09-30,0.079207,0.256261,0.433193,687765195.78,0.497101,,1610115901.0,1610115901.0
sh.600036,招商银行,2024-10-30,2024-09-30,0.101561,0.451266,,114039000000.0,5.784968,,25219845601.0,20628944429.0
sh.600037,歌华有线,2024-10-31,2024-09-30,-0.00094,-0.007678,0.094669,-12033759.67,-0.071787,,1391777884.0,1391777884.0
sh.600038,中直股份,2024-10-30,2024-09-30,0.027398,0.020199,0.085959,349442010.06,0.353896,,819893213.0,589476716.0
sh.600039,四川路桥,2024-10-31,2024-09-30,0.105404,0.067979,0.157596,4886147970.21,0.691259,,8712818205.0,6700087365.0
sh.600048,保利发展,2024-10-29,2024-09-30,0.039132,0.066978,0.159157,12241783720.33,0.550277,,11970443418.0,11970443418.0
sh.600050,中国联通,2024-10-23,2024-09-30,0.051219,0.065396,0.260155,18972914550.0,0.280912,,31800581312.0,30965652312.0
sh.600051,宁波联合,2024-10-29,2024-09-30,0.016517,0.00748,0.140086,7567650.49,0.344101,,310880000.0,310880000.0
sh.600052,东望时代,2024-10-31,2024-09-30,0.031256,0.38819,0.293328,91439768.8,0.177182,,844194741.0,844194741.0
sh.600053,九鼎投资,2024-10-31,2024-09-30,0.002421,0.035182,0.689975,6703919.85,0.008638,,433540800.0,433540800.0
sh.600054,黄山旅游,2024-10-31,2024-09-30,0.062525,0.221521,0.534129,312750418.44,0.411216,,729379440.0,513300000.0
sh.600055,万东医疗,2024-10-26,2024-09-30,0.024491,0.106695,0.383324,116626283.67,0.261838,,703061058.0,540816199.0
sh.600056,中国医药,2024-10-26,2024-09-30,0.038518,0.02379,0.106617,620917976.67,0.602373,,1495879748.0,1495351478.0
sh.600057,厦门象屿,2024-10-31,2024-09-30,0.040218,0.004871,0.0202,1450158573.1,0.564376,,2272414063.0,2192109980.0
sh.600058,五矿发展,2024-10-31,2024-09-30,0.01812,0.002854,0.027857,146644180.69,0.145708,,1071910711.0,1071910711.0
sh.600059,古越龙山,2024-10-26,2024-09-30,0.023135,0.104941,0.367472,135460315.67,0.436689,,911542413.0,911542413.0
sh.600060,海信视像,2024-10-30,2024-09-30,0.06957,0.038442,0.1531,1562685431.95,1.361984,,1305401055.0,1295094388.0
sh.600061,国投资本,2024-10-31,2024-09-30,0.038851,1.904079,0.001561,2471043420.39,0.312823,,6425311953.0,6425311953.0
sh.600062,华润双鹤,2024-10-26,2024-09-30,0.131278,0.165153,0.58464,1411764462.2,1.296859,,1039319188.0,1026853045.0
sh.600063,皖维高新,2024-10-26,2024-09-30,0.024444,0.031341,0.131507,186387403.32,0.062916,,2156908366.0,1925894692.0
sh.600064,南京高科,2024-10-24,2024-09-30,0.1006,1.223788,0.212678,1853125298.22,0.998924,,1730339644.0,1730339644.0
sh.600066,宇通客车,2024-10-29,2024-09-30,0.180795,0.102127,0.21326,2458685247.87,1.444672,,2213939223.0,2213939223.0
sh.600067,冠城新材,2024-10-30,2024-09-30,-0.011093,-0.005072,0.117344,-31940364.35,-0.271313,,1391668739.0,1391668739.0
sh.600070,*ST富润,2024-10-31,2024-09-30,-0.268333,-1.544822,0.102849,-158156297.27,-1.071387,,507420732.0,506720732.0
sh.600071,凤凰光学,2024-10-29,2024-09-30,-0.046685,-0.018737,0.148826,-22793347.16,-0.247397,,281573889.0,281573889.0
sh.600072,中船科技,2024-10-31,2024-09-30,-0.006529,0.000915,0.172639,4637144.82,-0.02889,,1506521728.0,1083337316.0
sh.600073,光明肉业,2024-10-31,2024-09-30,0.075415,0.021021,0.106877,344407556.23,0.307769,,937729472.0,937729472.0
sh.600075,新疆天业,2024-10-23,2024-09-30,0.00109,0.001299,0.130811,10128771.41,0.009307,,1707361781.0,1707361781.0
sh.600076,康欣新材,2024-10-29,2024-09-30,-0.029302,-0.254816,-0.029252,-125812115.03,-0.215877,,1344543367.0,1344543367.0
sh.600078,澄星股份,2024-10-31,2024-09-30,-0.037712,-0.007984,0.071966,-19433290.28,-0.025193,,662572861.0,662572861.0
sh.600079,人福医药,2024-10-30,2024-09-30,0.091068,0.110084,0.46758,2107380778.33,1.198014,,1632257765.0,1543178770.0
sh.600080,金花股份,2024-10-30,2024-09-30,0.019486,0.073449,0.779835,30770165.28,-0.041554,,373270285.0,373270285.0
sh.600081,东风科技,2024-10-25,2024-09-30,0.013481,0.030756,0.119448,155770824.64,0.236371,,553026170.0,553026170.0
sh.600082,海泰发展,2024-10-31,2024-09-30,-0.027766,-1.475296,0.350869,-48428965.0,-0.000416,,646115826.0,634335412.0
sh.600083,*ST博信,2024-10-31,2024-09-30,,-0.521754,-0.003527,-33636449.88,-0.585791,,230000000.0,227993326.0
sh.600084,中信尼雅,2024-10-26,2024-09-30,0.000319,0.004438,0.584331,451643.96,-0.003195,,1123726830.0,1123726830.0
sh.600085,同仁堂,2024-10-30,2024-09-30,0.103704,0.143538,0.43701,1983658982.81,1.187194,,1371470262.0,1371470262.0
sh.600088,中视传媒,2024-10-30,2024-09-30,0.084483,0.262161,0.168954,110561378.75,0.099828,,397706400.0,397706400.0
sh.600089,特变电工,2024-10-30,2024-09-30,0.065559,0.06217,0.189446,4493704035.25,1.112979,,5052792541.0,5052792541.0
sh.600094,大名城,2024-10-30,2024-09-30,0.018459,0.061107,0.156403,232872652.69,-0.076856,,2475325057.0,2276604962.0
sh.600095,湘财股份,2024-10-26,2024-09-30,0.012276,0.346751,0.012223,142364439.21,0.040233,,2859187743.0,2859187743.0
sh.600096,云天化,2024-10-15,2024-09-30,0.220054,0.10916,0.169871,5100416889.99,2.857591,,1834328747.0,1834328747.0
sh.600097,开创国际,2024-10-30,2024-09-30,0.00738,0.013451,0.273721,23267852.16,0.615694,,240936559.0,240936559.0
sh.600098,广州发展,2024-10-31,2024-09-30,0.061059,0.047758,0.103254,1717912263.03,0.483946,,3506870708.0,3498749964.0
sh.600099,林海股份,2024-10-26,2024-09-30,0.023815,0.016053,0.132429,12230415.98,0.063519,,219120000.0,219120000.0
sh.600100,同方股份,2024-10-30,2024-09-30,0.005085,0.002345,0.276815,21892186.87,-0.020521,,3350297713.0,3350297713.0
sh.600101,明星电力,2024-10-30,2024-09-30,0.076958,0.104832,0.147314,223811229.46,0.399445,,547862471.0,547862471.0
sh.600103,青山纸业,2024-10-29,2024-09-30,0.022224,0.048395,0.188931,97099119.91,0.052284,,2253255047.0,2212329047.0
sh.600104,上汽集团,2024-10-31,2024-09-30,0.023858,0.020096,0.089065,8433263731.18,0.829901,,11575299445.0,11575299445.0
sh.600105,永鼎股份,2024-10-26,2024-09-30,0.020252,0.034868,0.179603,103648117.08,0.009729,,1392873160.0,1392873160.0
sh.600106,重庆路桥,2024-10-30,2024-09-30,0.026375,1.489201,0.917934,126114950.8,0.129568,,1329025062.0,1329025062.0
sh.600107,美尔雅,2024-10-31,2024-09-30,-0.090587,-0.190319,0.318172,-48992214.79,-0.264999,,360000000.0,360000000.0
sh.600108,亚盛集团,2024-10-30,2024-09-30,0.008649,0.016892,0.182609,37337028.95,0.048336,,1946915121.0,1946915121.0
sh.600109,国金证券,2024-10-31,2024-09-30,0.027297,0.210347,,902647445.1,0.370638,,3712559510.0,3199556972.0
sh.600110,诺德股份,2024-10-30,2024-09-30,-0.036518,-0.061414,0.067329,-227807604.6,-0.129363,,1735180932.0,1735180932.0
sh.600111,北方稀土,2024-10-30,2024-09-30,0.018644,0.038115,0.090408,821745222.71,0.386065,,3615065842.0,3615065842.0
sh.600113,浙江东日,2024-10-31,2024-09-30,0.044723,0.172624,0.40154,93827499.85,0.488734,,421366660.0,411431160.0
sh.600114,东睦股份,2024-10-29,2024-09-30,0.106135,0.085513,0.236835,308756229.02,0.59644,,616383477.0,616383477.0
sh.600115,中国东航,2024-10-31,2024-09-30,-0.003413,-0.001794,0.063216,-184000000.0,-0.256154,,22291296570.0,14619587918.0
sh.600116,三峡水利,2024-10-25,2024-09-30,0.034169,0.045568,0.111659,369182159.04,0.293629,,1912142904.0,1912142904.0
sh.600117,西宁特钢,2024-10-31,2024-09-30,-0.077411,-0.14379,-0.068837,-591913797.55,0.752554,,3255114857.0,3255114857.0
sh.600118,中国卫星,2024-10-25,2024-09-30,-0.002336,-0.004522,0.186656,-7572519.53,-0.019685,,1182489135.0,1182489135.0
sh.600119,长江投资,2024-10-31,2024-09-30,-0.145533,-0.09677,0.055466,-40594235.44,-0.035148,,365270370.0,365270370.0
sh.600120,浙江东方,2024-10-26,2024-09-30,0.026737,0.060507,0.038742,421678594.87,0.142831,,3415381492.0,3415381492.0
sh.600121,郑州煤电,2024-10-31,2024-09-30,0.007995,0.025672,0.264701,82008384.45,0.111679,,1218412038.0,1218412038.0
sh.600123,兰花科创,2024-10-29,2024-09-30,0.043002,0.065493,0.294912,551370487.1,0.677316,,1485120000.0,1485120000.0
sh.600125,铁龙物流,2024-10-31,2024-09-30,0.055199,0.039042,0.08159,395224582.73,0.314407,,1305521874.0,1305521874.0
sh.600126,杭钢股份,2024-10-30,2024-09-30,-0.022464,-0.009259,0.001251,-446827946.42,-0.10366,,3377189083.0,3377189083.0
sh.600127,金健米业,2024-10-25,2024-09-30,0.000936,0.000409,0.048256,1226662.68,0.010884,,641783218.0,641783218.0
sh.600128,苏豪弘业,2024-10-30,2024-09-30,0.017214,0.011335,0.049494,61305530.6,0.194347,,246767500.0,246767500.0
sh.600129,太极集团,2024-10-25,2024-09-30,0.143005,0.052881,0.423018,551755594.95,1.09375,,556890744.0,556890744.0
sh.600130,波导股份,2024-10-31,2024-09-30,0.004163,0.030878,0.133642,6506096.92,0.004599,,750000000.0,750000000.0
sh.600131,国网信通,2024-10-30,2024-09-30,0.046876,0.079515,0.211576,297913267.45,0.652162,,1201759044.0,1194314024.0
sh.600132,重庆啤酒,2024-10-31,2024-09-30,0.622964,0.204134,0.492015,2666605303.42,2.736685,,483971198.0,483971198.0
sh.600133,东湖高新,2024-10-31,2024-09-30,0.025034,0.169356,0.308201,210466497.67,0.993956,,1066239875.0,1066239875.0
sh.600135,乐凯胶片,2024-10-31,2024-09-30,-0.023249,-0.051406,0.133202,-56512394.38,-0.216743,,553307099.0,553307099.0
sh.600136,ST明诚,2024-10-31,2024-09-30,-0.079307,-0.280563,0.033122,-43387808.35,2.332949,,2040825931.0,1943089494.0
sh.600137,浪莎股份,2024-10-30,2024-09-30,0.029076,0.065734,0.186302,15534756.23,0.279228,,97217588.0,97217588.0
sh.600138,中青旅,2024-10-31,2024-09-30,0.024454,0.034154,0.238799,240711635.31,0.194594,,723840000.0,723840000.0
sh.600141,兴发集团,2024-10-26,2024-09-30,0.062678,0.0602,0.179586,1327406604.25,1.576993,,1103254582.0,1103254582.0
sh.600143,金发科技,2024-10-30,2024-09-30,0.040465,0.007922,0.122201,320567017.01,0.195486,,2636612697.0,2597225566.0
sh.600148,长春一东,2024-10-22,2024-09-30,-0.007704,0.006348,0.149148,3239172.58,0.058472,,141516450.0,141516450.0
sh.600149,廊坊发展,2024-10-31,2024-09-30,0.383826,0.261128,0.389756,77782509.3,0.176653,,380160000.0,380160000.0
sh.600150,中国船舶,2024-10-31,2024-09-30,0.04639,0.041961,0.094088,2356915014.19,0.596257,,4472428758.0,4472428758.0
sh.600151,航天机电,2024-10-30,2024-09-30,-0.008141,-0.014674,0.090345,-60906910.17,-0.332964,,1434252287.0,1434252287.0
sh.600152,维科技术,2024-10-30,2024-09-30,0.000293,-0.001638,0.133292,-1802736.23,-0.079044,,528955640.0,528955640.0
sh.600153,建发股份,2024-10-31,2024-09-30,0.029499,0.005334,0.043696,2678607630.99,0.930223,,2947095201.0,2899538551.0
sh.600155,华创云信,2024-10-31,2024-09-30,0.00545,0.010798,,23647050.44,0.104802,,2261423642.0,2261423642.0
sh.600156,华升股份,2024-10-29,2024-09-30,-0.048229,-0.053158,0.063894,-26318992.73,0.053019,,402110702.0,402110702.0
sh.600157,永泰能源,2024-10-30,2024-09-30,0.031307,0.081036,0.259349,1813211571.24,0.094776,,22217764145.0,22217764145.0
sh.600158,中体产业,2024-10-29,2024-09-30,0.008916,0.06062,0.280593,94200550.31,0.139949,,959513067.0,959513067.0
sh.600159,大龙地产,2024-10-31,2024-09-30,-0.007984,-0.027434,0.101606,-15161303.42,-0.421605,,830003232.0,830003232.0
sh.600160,巨化股份,2024-10-25,2024-09-30,0.075896,0.077644,0.169469,1390323037.9,0.538675,,2699746081.0,2699746081.0
sh.600161,天坛生物,2024-10-26,2024-09-30,0.102788,0.350421,0.553287,1427390948.39,0.644395,,1977371446.0,1977371446.0
sh.600162,香江控股,2024-10-31,2024-09-30,0.011162,-0.016176,0.244599,-52192939.66,0.018066,,3268438122.0,3268438122.0
sh.600163,中闽能源,2024-10-30,2024-09-30,0.063801,0.395842,0.539057,433643136.98,0.369344,,1902996143.0,1902996143.0
sh.600165,*ST宁科,2024-10-31,2024-09-30,,-2.703823,-0.00349,-498928586.61,-1.058315,,684883775.0,684883775.0
sh.600166,福田汽车,2024-10-31,2024-09-30,0.029952,0.011255,0.125865,402504654.69,0.069085,,8003763475.0,6575192047.0
sh.600167,联美控股,2024-10-31,2024-09-30,0.046332,0.228341,0.31898,524655431.84,0.312087,,2288119475.0,2288119475.0
sh.600168,武汉控股,2024-10-28,2024-09-30,0.013823,0.025309,0.21534,72209785.68,-0.10877,,993397569.0,993397569.0
sh.600169,太原重工,2024-10-19,2024-09-30,0.013458,0.021306,0.189972,136162989.88,0.044499,,3361256840.0,3333141500.0
sh.600170,上海建工,2024-10-31,2024-09-30,0.031213,0.006873,0.081908,1470907555.47,0.181581,,8885939744.0,8885939744.0
sh.600171,上海贝岭,2024-10-31,2024-09-30,0.057406,0.127578,0.285774,238565026.45,0.435855,,708923303.0,708923303.0
sh.600172,黄河旋风,2024-10-31,2024-09-30,-0.186494,-0.452929,0.103062,-425342760.02,-0.594601,,1442184476.0,1276255750.0
sh.600173,卧龙地产,2024-10-24,2024-09-30,0.028385,0.045465,0.150334,109881539.14,0.049387,,700506244.0,700416244.0
sh.600176,中国巨石,2024-10-25,2024-09-30,0.053179,0.136373,0.237373,1586316142.71,0.475548,,4003136728.0,4003136728.0
sh.600177,雅戈尔,2024-10-30,2024-09-30,0.062834,0.299689,0.428471,2517348255.65,0.703539,,4623441902.0,4623441902.0
sh.600178,东安动力,2024-10-29,2024-09-30,-0.00063,0.001497,0.062184,4477908.75,-0.057853,,475283888.0,466476161.0
sh.600179,安通控股,2024-10-22,2024-09-30,0.015741,0.030221,0.062277,161064252.74,0.078578,,4231526979.0,3734236495.0
sh.600180,瑞茂通,2024-10-29,2024-09-30,0.015896,0.005932,0.040788,133743232.41,0.017225,,1086627464.0,1086627464.0
sh.600182,S佳通,2024-10-30,2024-09-30,0.12509,0.082993,0.194133,284223829.2,0.614333,,340000000.0,170000000.0
sh.600183,生益科技,2024-10-29,2024-09-30,0.096866,0.098386,0.220151,1450675021.18,0.673959,,2429397730.0,2371338882.0
sh.600184,光电股份,2024-10-25,2024-09-30,0.000436,0.001059,0.156681,1105097.91,0.051827,,508760826.0,508760826.0
sh.600185,格力地产,2024-10-29,2024-09-30,-0.180738,-0.37821,0.1346,-922004444.04,-0.711834,,1885005795.0,1885005795.0
sh.600186,莲花控股,2024-10-31,2024-09-30,0.10156,0.086494,0.234786,167328623.53,0.111794,,1793251141.0,1785951141.0
sh.600187,国中水务,2024-10-30,2024-09-30,0.002838,0.050188,0.303384,6295896.72,-0.017327,,1613781103.0,1613781103.0
sh.600188,兖矿能源,2024-10-26,2024-09-30,0.148108,0.155587,0.346172,16590626000.0,1.586149,,10039860402.0,5887172382.0
sh.600189,泉阳泉,2024-10-29,2024-09-30,0.017793,0.051442,0.337127,46248751.6,-0.661826,,715197812.0,715197812.0
sh.600190,ST锦港,2024-11-01,2024-09-30,-0.375936,-1.59366,0.33912,-2124547836.29,-1.044834,,2002291500.0,1779484530.0
sh.600191,华资实业,2024-10-31,2024-09-30,0.027285,0.104965,0.076365,43406173.7,0.070384,,484932000.0,484932000.0
sh.600192,长城电工,2024-10-30,2024-09-30,-0.087787,-0.099381,0.154082,-122885729.18,-0.401255,,441748000.0,441748000.0
sh.600193,创兴资源,2024-10-31,2024-09-30,-0.068437,-0.42904,0.433005,-19645053.42,-0.078117,,425373000.0,425373000.0
sh.600195,中牧股份,2024-10-29,2024-09-30,0.014864,0.018964,0.172348,79240553.89,0.086076,,1021148260.0,1021148260.0
sh.600196,复星医药,2024-10-30,2024-09-30,0.043246,0.081474,0.485971,2518517637.46,0.790991,,2672398711.0,2118488825.0
sh.600197,伊力特,2024-10-30,2024-09-30,0.062576,0.147581,0.523456,244069483.38,0.745583,,472012644.0,472012644.0
sh.600198,大唐电信,2024-10-30,2024-09-30,-0.34178,-0.12833,0.486984,-58294204.85,0.057701,,1303603541.0,880454735.0
sh.600199,金种子酒,2024-10-26,2024-09-30,-0.040322,-0.122532,0.386742,-98747874.34,-0.131859,,657796824.0,657796824.0
sh.600200,江苏吴中,2024-10-22,2024-09-30,0.025468,0.028607,0.345396,47123827.54,-0.053101,,712200832.0,710879480.0
sh.600201,生物股份,2024-10-31,2024-09-30,0.031411,0.175376,0.561973,170256021.0,0.14715,,1120369226.0,1120369226.0
sh.600202,哈空调,2024-10-30,2024-09-30,0.001725,0.002611,0.126704,2459240.59,-0.001924,,383340672.0,383340672.0
sh.600203,福日电子,2024-10-31,2024-09-30,-0.06792,-0.016807,0.057582,-131797150.47,-0.483095,,592988082.0,592988082.0
sh.600206,有研新材,2024-10-31,2024-09-30,0.029934,0.007891,0.061052,53342440.73,0.237825,,846553332.0,846553332.0
sh.600207,安彩高科,2024-10-30,2024-09-30,-0.029358,-0.030835,0.064398,-106711863.09,-0.133113,,1089312554.0,1089312554.0
sh.600208,衢州发展,2024-10-31,2024-09-30,0.045721,0.22137,0.414793,3126030883.91,0.195018,,8508940800.0,8507769185.0
sh.600210,紫江企业,2024-10-30,2024-09-30,0.090533,0.077138,0.219979,554439042.99,0.41942,,1516736158.0,1516736158.0
sh.600211,西藏药业,2024-10-30,2024-09-30,0.227073,0.36551,0.949279,795146775.01,2.287915,,322319196.0,322319196.0
sh.600212,绿能慧充,2024-10-30,2024-09-30,-0.005766,-0.006821,0.293971,-4176184.42,-0.015448,,696647213.0,511697213.0
sh.600215,派斯林,2024-10-30,2024-09-30,0.043072,0.059693,0.163987,85825404.15,0.188929,,465032880.0,456882880.0
sh.600216,浙江医药,2024-10-25,2024-09-30,0.085084,0.106647,0.400548,758558082.68,1.016966,,961637750.0,961633475.0
sh.600217,中再资环,2024-10-31,2024-09-30,0.020788,0.023459,0.129363,68029048.29,0.045594,,1657653673.0,1388659782.0
sh.600218,全柴动力,2024-10-30,2024-09-30,0.019599,0.01978,0.100538,60210704.52,0.196149,,435599919.0,435599919.0
sh.600219,南山铝业,2024-10-29,2024-09-30,0.071173,0.173962,0.253381,4214418330.82,0.411842,,11708552848.0,11708552848.0
sh.600221,海航控股,2024-10-31,2024-09-30,0.651867,0.04175,0.106169,2159666000.0,0.036986,,43215632535.0,32872676656.0
sh.600222,太龙药业,2024-10-25,2024-09-30,0.018353,0.022338,0.264869,29947526.3,0.155743,,573886283.0,573886283.0
sh.600223,福瑞达,2024-10-29,2024-09-30,0.042267,0.07477,0.518501,209546814.29,0.232661,,1016568775.0,1016568775.0
sh.600225,退市卓朗,2024-10-31,2024-09-30,-0.128844,-0.335325,0.03753,-280911763.29,-0.122901,,3411394363.0,3408825415.0
sh.600226,亨通股份,2024-10-25,2024-09-30,0.056213,0.180182,0.166489,163641791.74,0.062432,,3059076673.0,3059076673.0
sh.600227,赤天化,2024-10-30,2024-09-30,-0.01308,-0.020307,0.113122,-34613393.99,0.054371,,1693134201.0,1278179547.0
sh.600228,返利科技,2024-10-31,2024-09-30,-0.003329,-0.017035,0.482809,-3283561.43,0.082383,,423250036.0,402395333.0
sh.600229,城市传媒,2024-10-31,2024-09-30,0.040578,0.067903,0.279456,131135822.4,0.422995,,671208000.0,671208000.0
sh.600230,沧州大化,2024-10-31,2024-09-30,0.005324,0.007373,0.071692,27713492.55,0.007452,,413961015.0,413961015.0
sh.600231,凌钢股份,2024-10-31,2024-09-30,-0.20313,-0.098193,-0.064863,-1363363785.59,-0.646302,,2852164363.0,2852164363.0
sh.600232,金鹰股份,2024-10-29,2024-09-30,0.05135,0.058748,0.197223,63995372.36,0.163105,,364718544.0,364718544.0
sh.600233,圆通速递,2024-10-30,2024-09-30,0.098688,0.058978,0.096333,2911725468.24,1.159196,,3445393737.0,3445393737.0
sh.600234,*ST科新,2024-10-30,2024-09-30,0.026401,0.077426,0.178334,12172664.4,-0.528741,,262520973.0,262520973.0
sh.600235,民丰特纸,2024-10-25,2024-09-30,0.041492,0.052412,0.15332,60976579.35,0.228895,,351300000.0,351300000.0
sh.600236,桂冠电力,2024-10-31,2024-09-30,0.110319,0.339793,0.491734,2498741968.65,0.285838,,7882377802.0,7882377802.0
sh.600237,铜峰电子,2024-10-26,2024-09-30,0.035505,0.067682,0.240541,65143324.05,0.14608,,630629155.0,604484178.0
sh.600238,海南椰岛,2024-10-31,2024-09-30,-0.042197,-0.055821,0.385034,-9117381.0,-0.207317,,448200000.0,445001580.0
sh.600239,云南城投,2024-10-29,2024-09-30,0.013057,0.000986,0.335384,1357684.85,-0.114474,,1605686909.0,1605686909.0
sh.600241,时代万恒,2024-10-31,2024-09-30,0.016257,0.064083,0.309311,19112078.45,0.118945,,294302115.0,294302115.0
sh.600243,青海华鼎,2024-10-31,2024-09-30,-0.024472,-0.098989,0.093246,-18349533.84,-0.338408,,438850000.0,438850000.0
sh.600246,万通发展,2024-10-31,2024-09-30,-0.020815,-0.380841,0.307817,-126343497.15,-0.169623,,1987381962.0,1987381962.0
sh.600248,陕建股份,2024-10-31,2024-09-30,0.109006,0.033023,0.107334,3362565957.75,1.034164,,3767582286.0,3680692286.0
sh.600249,两面针,2024-10-30,2024-09-30,0.039012,0.107124,0.165287,84775972.19,0.12367,,550000000.0,550000000.0
sh.600250,南京商旅,2024-10-30,2024-09-30,0.066938,0.12909,0.284022,77647850.21,0.116661,,310593879.0,284122040.0
sh.600251,冠农股份,2024-10-30,2024-09-30,0.089311,0.129513,0.096638,367882556.19,0.537832,,776993583.0,776993583.0
sh.600252,中恒集团,2024-10-30,2024-09-30,0.001716,-0.004767,0.404959,-9185478.53,-0.007225,,3451489454.0,3425208704.0
sh.600255,鑫科材料,2024-10-30,2024-09-30,0.028673,0.018676,0.0806,53560254.97,0.007549,,1806146955.0,1806146955.0
sh.600256,广汇能源,2024-10-31,2024-09-30,0.072386,0.072465,0.179548,1912423178.26,0.354151,,6565755139.0,6565755139.0
sh.600257,大湖股份,2024-10-29,2024-09-30,-0.024758,-0.009836,0.227425,-7523087.49,-0.066345,,481237188.0,481237188.0
sh.600258,首旅酒店,2024-10-30,2024-09-30,0.063577,0.124154,0.395929,731110691.96,0.746549,,1116603126.0,1116603126.0
sh.600259,广晟有色,2024-10-31,2024-09-30,-0.078338,-0.033894,0.006629,-296189660.24,-0.709087,,336435910.0,329489743.0
sh.600261,阳光照明,2024-10-30,2024-09-30,0.042892,0.063326,0.345769,155298494.74,0.167526,,1335052966.0,1335052966.0
sh.600262,北方股份,2024-10-25,2024-09-30,0.071225,0.067155,0.208495,127853591.92,0.921498,,170000000.0,170000000.0
sh.600265,景谷林业,2024-10-31,2024-09-30,-0.073862,-0.039009,0.052351,-13245399.93,-0.065718,,129800000.0,129800000.0
sh.600266,城建发展,2024-10-31,2024-09-30,0.023016,0.033379,0.161774,392567483.55,0.243839,,2075743507.0,2075743507.0
